athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,plus_minus,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date,athlete_headshot_href
Teresa Weatherspoon,Liberty,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,20,T. Weatherspoon,Guard,G,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,9,NYL,0d79b9,220722009,2002,2,2002-07-22,
Crystal Robinson,Liberty,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,19,C. Robinson,Not Available,NA,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,9,NYL,0d79b9,220722009,2002,2,2002-07-22,
Tamika Whitmore,Liberty,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,21,T. Whitmore,Not Available,NA,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,9,NYL,0d79b9,220722009,2002,2,2002-07-22,
Becky Hammon,Liberty,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,25,14,B. Hammon,Guard,G,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,9,NYL,0d79b9,220722009,2002,2,2002-07-22,
Korie Hlede,Liberty,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,15,K. Hlede,Guard,G,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,9,NYL,0d79b9,220722009,2002,2,2002-07-22,
Camille Cooper,Liberty,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,12,C. Cooper,Not Available,NA,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,9,NYL,0d79b9,220722009,2002,2,2002-07-22,
Linda Frohlich,Liberty,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,13,L. Frohlich,Not Available,NA,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,9,NYL,0d79b9,220722009,2002,2,2002-07-22,
Bernadette Ngoyisa,Liberty,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,17,B. Ngoyisa,Not Available,NA,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,9,NYL,0d79b9,220722009,2002,2,2002-07-22,
Sue Wicks,Liberty,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,22,S. Wicks,Not Available,NA,Liberty,https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png,9,NYL,0d79b9,220722009,2002,2,2002-07-22,
Sheri Sam,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,350,S. Sam,Forward,F,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Debbie Black,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,93,D. Black,Not Available,NA,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Sandy Brondello,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,103,S. Brondello,Not Available,NA,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Pollyanna Johns Kimbrough,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,225,P. Johns Kimbrough,Not Available,NA,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Vanessa Nygaard,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,313,V. Nygaard,Not Available,NA,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Ruth Riley,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,00,341,R. Riley,Center,C,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Betty Lennox,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,37,B. Lennox,Guard,G,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Iziane Castro,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,124,I. Castro,Guard,G,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Claudia Neves,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,310,C. Neves,Not Available,NA,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Kristen Rasmussen,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,334,K. Rasmussen,Not Available,NA,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Lindsey Yamasaki,Sol,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,444,L. Yamasaki,Not Available,NA,Sol,,7,MIA,,220720003,2002,2,2002-07-20,
Swin Cash,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,32,122,S. Cash,Forward,F,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Barbara Farris,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,166,B. Farris,Forward,F,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Deanna  Nolan,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,312,D. Nolan,Guard,G,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Astou Ndiaye-Diatta,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,308,A. Ndiaye-Diatta,Not Available,NA,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Elaine Powell,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,328,E. Powell,Not Available,NA,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Dominique  Canty,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,3,121,D. Canty,Guard,G,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Edwina Brown,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,106,E. Brown,Not Available,NA,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Jill Chapman,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,129,J. Chapman,Not Available,NA,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Stacy Clinesmith,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,135,S. Clinesmith,Not Available,NA,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Kelly Santos,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,352,K. Santos,Not Available,NA,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Ayana Walker,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,414,A. Walker,Not Available,NA,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
Lenae Williams,Shock,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,431,L. Williams,Not Available,NA,Shock,,3,TUL,11213e,220720003,2002,2,2002-07-20,
DeLisha Milton-Jones,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,1,9,D. Milton-Jones,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Tamecka Dixon,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,3,T. Dixon,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Lisa Leslie,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,6,L. Leslie,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Mwadi Mabika,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,7,M. Mabika,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Nikki Teasley,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,10,N. Teasley,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Erika de Souza,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,14,2,E. de Souza,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Latasha Byears,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,1,L. Byears,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Vedrana Grgin Fonseca,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,4,V. Grgin Fonseca,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Nicky McCrimmon,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,8,N. McCrimmon,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Sophia Witherspoon,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,11,S. Witherspoon,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Marlies Askamp,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,63,M. Askamp,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220720002,2002,2,2002-07-20,
Penny Taylor,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,13,388,P. Taylor,Forward,F,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Ann Wauters,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,423,A. Wauters,Center,C,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Merlakia Jones,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,239,M. Jones,Not Available,NA,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Chasity Melvin,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,289,C. Melvin,Not Available,NA,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Jennifer Rizzotti,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,342,J. Rizzotti,Not Available,NA,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Mery Andrade,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,59,M. Andrade,Not Available,NA,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Tricia Bader Binford,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,65,T. Bader Binford,Not Available,NA,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Rushia Brown,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,110,R. Brown,Not Available,NA,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Tracy Henderson,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,206,T. Henderson,Not Available,NA,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Deanna Jackson,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,221,D. Jackson,Not Available,NA,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Brandi McCain,Rockers,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,278,B. McCain,Not Available,NA,Rockers,,2,CLE,,220720002,2002,2,2002-07-20,
Lisa Harrison,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,202,L. Harrison,Forward,F,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Jennifer Gillom,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,188,J. Gillom,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Gordana Grubin,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,195,G. Grubin,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Tracy Reid,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,338,T. Reid,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Adrian Williams-Strong,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,428,A. Williams-Strong,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Michele Van Gorp,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,45,M. Van Gorp,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Kayte Christensen,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,131,K. Christensen,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Adriana Moises Pinto,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,296,A. Moises Pinto,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Jaynetta Saunders,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,356,J. Saunders,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Slobodanka Tuvic,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,404,S. Tuvic,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Kristen Veal,Mercury,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,409,K. Veal,Not Available,NA,Mercury,https://a.espncdn.com/i/teamlogos/wnba/500/pho.png,11,PHO,3a267d,220719014,2002,2,2002-07-20,
Lauren  Jackson,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,15,222,L. Jackson,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,
Sue Bird,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,10,91,S. Bird,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,https://a.espncdn.com/i/headshots/wnba/players/full/91.png
Adia Oshun Barnes,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,70,A. Barnes,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,
Amanda Lassiter,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,255,A. Lassiter,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,
Kamila Vodichkova,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,,411,K. Vodichkova,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,
Simone Edwards,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,159,S. Edwards,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,
Takeisha Lewis,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,259,T. Lewis,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,
Michelle Marciniak,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,275,M. Marciniak,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,
Kate  Paye,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,319,K. Paye,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,
Felicia Ragland,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,331,F. Ragland,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,
Semeka Randall,Storm,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,333,S. Randall,Not Available,NA,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,220719014,2002,2,2002-07-20,
Tangela  Smith,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,50,369,T. Smith,Center,C,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220707012,2002,2,2002-07-08,
Stacey Ford,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,174,S. Ford,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220707012,2002,2,2002-07-08,
Kara Wolters,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,439,K. Wolters,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220707012,2002,2,2002-07-08,
DeMya Chakheia Walker,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,416,D. Walker,Forward,F,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Tully  Bevilaqua,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,41,89,T. Bevilaqua,Guard,G,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Alisa Burras,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,117,A. Burras,Not Available,NA,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Sylvia Crawley,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,145,S. Crawley,Not Available,NA,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Ukari Figgs,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,168,U. Figgs,Not Available,NA,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Kristin Folkl,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,172,K. Folkl,Not Available,NA,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Amber Hall,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,197,A. Hall,Not Available,NA,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Tamicha Jackson,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,223,T. Jackson,Not Available,NA,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Jenny Mowe,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,303,J. Mowe,Not Available,NA,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Stacey Thomas,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,TRUE,,392,S. Thomas,Not Available,NA,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Carolyn Young,Fire,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,445,C. Young,Not Available,NA,Fire,,12,POR,,220707012,2002,2,2002-07-08,
Latasha Byears,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,1,L. Byears,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
Tamecka Dixon,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,3,T. Dixon,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
Lisa Leslie,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,6,L. Leslie,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
Mwadi Mabika,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,7,M. Mabika,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
Nikki Teasley,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,10,N. Teasley,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
Erika de Souza,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,14,2,E. de Souza,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
DeLisha Milton-Jones,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,1,9,D. Milton-Jones,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
Vedrana Grgin Fonseca,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,4,V. Grgin Fonseca,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
Nicky McCrimmon,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,8,N. McCrimmon,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
Sophia Witherspoon,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,11,S. Witherspoon,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
Katryna Gaither,Sparks,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,FALSE,FALSE,FALSE,FALSE,,182,K. Gaither,Not Available,NA,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/los.png,6,LOS,532481,220615013,2002,2,2002-06-15,
Tangela  Smith,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,FALSE,50,369,T. Smith,Center,C,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
Ticha  Penicheiro,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,21,321,T. Penicheiro,Guard,G,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
La'Keshia Frett,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,180,L. Frett,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
Kedra Holland-Corn,Monarchs,--,-----,-----,-----,--,--,--,--,--,--,--,--,--,--,TRUE,FALSE,FALSE,TRUE,,214,K. Holland-Corn,Not Available,NA,Monarchs,https://a.espncdn.com/i/teamlogos/wnba/500/sac.png,13,SAC,,220615013,2002,2,2002-06-15,
