game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,active,athlete_jersey,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_logo,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,286,Taj McWilliams-Franklin,18,Sun,Connecticut,Sun,32,4,9,0,0,2,3,2,3,5,2,1,0,2,3,-1,10,TRUE,FALSE,FALSE,FALSE,,T. McWilliams-Franklin,,Forward,F,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,156,Katie Douglas,18,Sun,Connecticut,Sun,33,0,11,0,6,6,6,1,5,6,2,2,0,0,4,-1,6,TRUE,FALSE,FALSE,FALSE,23,K. Douglas,,Guard,G,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,545,Lindsay Whalen,18,Sun,Connecticut,Sun,34,3,9,0,2,4,7,0,1,1,2,1,0,2,3,-1,10,TRUE,FALSE,FALSE,TRUE,13,L. Whalen,,Guard,G,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,317,Wendy Palmer,18,Sun,Connecticut,Sun,6,0,2,0,2,0,0,0,1,1,0,0,0,0,2,-1,0,TRUE,FALSE,FALSE,FALSE,,W. Palmer,,Not Available,NA,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,349,Nykesha Sales,18,Sun,Connecticut,Sun,33,5,12,3,5,5,5,2,4,6,0,2,1,2,5,-1,18,TRUE,FALSE,FALSE,FALSE,,N. Sales,,Not Available,NA,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,235,Asjha Jones,18,Sun,Connecticut,Sun,25,6,11,0,0,0,1,2,1,3,1,1,0,3,2,-1,12,FALSE,FALSE,FALSE,FALSE,15,A. Jones,,Forward,F,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,592,Le'coe Willingham,18,Sun,Connecticut,Sun,10,1,4,0,0,0,0,3,2,5,0,0,0,1,0,-1,2,FALSE,FALSE,FALSE,TRUE,43,L. Willingham,,Forward,F,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,93,Debbie Black,18,Sun,Connecticut,Sun,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,-1,0,FALSE,FALSE,FALSE,TRUE,,D. Black,,Not Available,NA,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,540,Jessica Brungo,18,Sun,Connecticut,Sun,7,0,1,0,1,0,0,0,1,1,0,0,0,1,1,-1,0,FALSE,FALSE,FALSE,TRUE,,J. Brungo,,Not Available,NA,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,541,Jennifer Derevjanik,18,Sun,Connecticut,Sun,,,,,,,,,,,,,,,,--,,FALSE,FALSE,FALSE,FALSE,,J. Derevjanik,,Not Available,NA,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,542,Candace Futrell,18,Sun,Connecticut,Sun,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,FALSE,FALSE,FALSE,TRUE,,C. Futrell,,Not Available,NA,Connecticut Sun,s:40~l:59~t:18,connecticut-sun,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,CT,de6b36,002d62,away,FALSE,60,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,05452a,f7c43c,74
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,222,Lauren  Jackson,14,Storm,Seattle,Storm,33,5,11,0,0,3,5,0,7,7,3,1,2,1,4,-1,13,TRUE,FALSE,FALSE,FALSE,15,L. Jackson,,Forward,F,Seattle Storm,s:40~l:59~t:14,seattle-storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,SEA,05452a,f7c43c,home,TRUE,74,18,Sun,Connecticut,Connecticut Sun,CT,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,de6b36,002d62,60
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,350,Sheri Sam,14,Storm,Seattle,Storm,27,2,6,0,1,1,2,2,3,5,2,0,0,1,1,-1,5,TRUE,FALSE,FALSE,FALSE,,S. Sam,,Forward,F,Seattle Storm,s:40~l:59~t:14,seattle-storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,SEA,05452a,f7c43c,home,TRUE,74,18,Sun,Connecticut,Connecticut Sun,CT,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,de6b36,002d62,60
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,37,Betty Lennox,14,Storm,Seattle,Storm,34,7,17,0,1,9,11,0,3,3,2,2,0,3,4,-1,23,TRUE,FALSE,FALSE,FALSE,,B. Lennox,,Guard,G,Seattle Storm,s:40~l:59~t:14,seattle-storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,SEA,05452a,f7c43c,home,TRUE,74,18,Sun,Connecticut,Connecticut Sun,CT,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,de6b36,002d62,60
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,91,Sue Bird,14,Storm,Seattle,Storm,30,3,6,0,1,2,2,0,5,5,6,1,0,2,2,-1,8,TRUE,FALSE,FALSE,FALSE,10,S. Bird,https://a.espncdn.com/i/headshots/wnba/players/full/91.png,Guard,G,Seattle Storm,s:40~l:59~t:14,seattle-storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,SEA,05452a,f7c43c,home,TRUE,74,18,Sun,Connecticut,Connecticut Sun,CT,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,de6b36,002d62,60
241012014,2004,3,2004-10-12,2004-10-13T01:00:00Z,411,Kamila Vodichkova,14,Storm,Seattle,Storm,20,5,8,0,0,4,7,1,3,4,0,0,0,2,4,-1,14,TRUE,FALSE,FALSE,FALSE,,K. Vodichkova,,Not Available,NA,Seattle Storm,s:40~l:59~t:14,seattle-storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,SEA,05452a,f7c43c,home,TRUE,74,18,Sun,Connecticut,Connecticut Sun,CT,https://a.espncdn.com/i/teamlogos/wnba/500/ct.png,de6b36,002d62,60
