game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,active,athlete_jersey,athlete_short_name,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score,athlete_headshot_href,team_logo
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,491,Plenette Pierson,3,Shock,Detroit,Shock,11,1,4,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,FALSE,FALSE,FALSE,FALSE,22,P. Pierson,Forward,F,Detroit Shock,s:40~l:59~t:3,detroit-shock,TUL,11213e,c5d646,away,TRUE,69,17,Silver Stars,San Antonio,San Antonio Silver Stars,SAS,,000000,c7cfd4,61,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,828,Alexis Hornbuckle,3,Shock,Detroit,Shock,23,3,4,0,0,2,2,2,1,3,0,1,1,1,3,-1,8,FALSE,FALSE,FALSE,TRUE,14,A. Hornbuckle,Guard,G,Detroit Shock,s:40~l:59~t:3,detroit-shock,TUL,11213e,c5d646,away,TRUE,69,17,Silver Stars,San Antonio,San Antonio Silver Stars,SAS,,000000,c7cfd4,61,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,358,Kelly Schumacher,3,Shock,Detroit,Shock,15,0,2,0,0,0,0,1,5,6,0,0,1,2,2,-1,0,FALSE,FALSE,FALSE,FALSE,,K. Schumacher,Not Available,NA,Detroit Shock,s:40~l:59~t:3,detroit-shock,TUL,11213e,c5d646,away,TRUE,69,17,Silver Stars,San Antonio,San Antonio Silver Stars,SAS,,000000,c7cfd4,61,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,740,Ashley Shields,3,Shock,Detroit,Shock,,,,,,,,,,,,,,,,--,,FALSE,FALSE,FALSE,FALSE,,A. Shields,Not Available,NA,Detroit Shock,s:40~l:59~t:3,detroit-shock,TUL,11213e,c5d646,away,TRUE,69,17,Silver Stars,San Antonio,San Antonio Silver Stars,SAS,,000000,c7cfd4,61,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,832,Olayinka Sanni,3,Shock,Detroit,Shock,4,0,0,0,0,0,0,0,1,1,0,0,0,1,2,-1,0,FALSE,FALSE,FALSE,FALSE,,O. Sanni,Not Available,NA,Detroit Shock,s:40~l:59~t:3,detroit-shock,TUL,11213e,c5d646,away,TRUE,69,17,Silver Stars,San Antonio,San Antonio Silver Stars,SAS,,000000,c7cfd4,61,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,680,Sophia Young-Malcolm,17,Silver Stars,San Antonio,Silver Stars,36,5,18,0,1,1,2,1,4,5,1,2,0,1,2,-1,11,TRUE,FALSE,FALSE,TRUE,33,S. Young-Malcolm,Forward,F,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,423,Ann Wauters,17,Silver Stars,San Antonio,Silver Stars,33,6,15,0,2,1,2,1,5,6,2,1,1,1,2,-1,13,TRUE,FALSE,FALSE,TRUE,,A. Wauters,Center,C,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,14,Becky Hammon,17,Silver Stars,San Antonio,Silver Stars,39,5,13,3,6,11,12,0,3,3,7,1,0,4,5,-1,24,TRUE,FALSE,FALSE,TRUE,25,B. Hammon,Guard,G,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,16,Vickie Johnson,17,Silver Stars,San Antonio,Silver Stars,33,4,7,1,1,1,2,3,3,6,3,3,0,1,2,-1,10,TRUE,FALSE,FALSE,TRUE,,V. Johnson,Guard,G,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
281003017,2008,3,2008-10-03,2008-10-03T23:30:00Z,112,Erin Buescher,17,Silver Stars,San Antonio,Silver Stars,26,0,3,0,3,1,2,0,2,2,0,1,0,1,1,-1,1,TRUE,FALSE,FALSE,FALSE,,E. Buescher,Not Available,NA,San Antonio Silver Stars,s:40~l:59~t:17,san-antonio-silver-stars,SAS,000000,c7cfd4,home,FALSE,61,3,Shock,Detroit,Detroit Shock,TUL,,11213e,c5d646,69,,
